make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption,co2,cluster
BMW,535i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,26,253,1
BMW,550i xDRIVE SEDAN,MID-SIZE,4.4,8,AS8,Z,23,283,0
BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8,AS8,Z,22,294,0
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,27,237,1
BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,27,237,1
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,22,294,0
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,23,283,0
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,22,294,0
BMW,740Ld xDRIVE SEDAN,FULL-SIZE,3.0,6,AS8,D,32,238,1
BMW,740Li xDRIVE SEDAN,FULL-SIZE,3.0,6,AS8,Z,27,237,1
BMW,750i xDRIVE SEDAN,FULL-SIZE,4.4,8,AS8,Z,22,294,0
BMW,750Li xDRIVE SEDAN,FULL-SIZE,4.4,8,AS8,Z,22,294,0
BMW,760Li SEDAN,FULL-SIZE,6.0,12,AS8,Z,18,356,0
BMW,ACTIVEHYBRID 3,COMPACT,3.0,6,AS8,Z,32,200,2
BMW,ACTIVEHYBRID 5,MID-SIZE,3.0,6,AS8,Z,30,216,1
BMW,ACTIVEHYBRID 7L,FULL-SIZE,3.0,6,AS8,Z,30,214,1
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,22,294,0
BMW,ALPINA B7 xDRIVE LWB,FULL-SIZE,4.4,8,AS8,Z,22,294,0
BMW,ALPINA B7 xDRIVE SWB,FULL-SIZE,4.4,8,AS8,Z,22,294,0
BMW,M235i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,28,235,1
BMW,M235i CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,26,248,1
BMW,M235i COUPE,SUBCOMPACT,3.0,6,AS8,Z,28,235,1
BMW,M235i COUPE,SUBCOMPACT,3.0,6,M6,Z,27,239,1
BMW,M235i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Z,28,230,1
BMW,M3 SEDAN,COMPACT,3.0,6,AM7,Z,23,278,1
BMW,M3 SEDAN,COMPACT,3.0,6,M6,Z,24,267,1
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,AM7,Z,23,278,1
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,24,271,1
BMW,M4 COUPE,COMPACT,3.0,6,AM7,Z,23,278,1
BMW,M4 COUPE,COMPACT,3.0,6,M6,Z,24,267,1
BMW,M5 SEDAN,MID-SIZE,4.4,8,AM7,Z,19,338,0
BMW,M5 SEDAN,MID-SIZE,4.4,8,M6,Z,21,315,0
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,19,338,0
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,21,315,0
BMW,M6 COUPE,COMPACT,4.4,8,AM7,Z,19,338,0
BMW,M6 COUPE,COMPACT,4.4,8,M6,Z,21,315,0
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,19,338,0
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,21,315,0
BMW,X1 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,31,209,2
BMW,X1 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Z,25,258,1
BMW,X3 xDRIVE28d,SUV - SMALL,2.0,4,AS8,D,36,213,2
BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,29,228,2
BMW,X3 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Z,26,251,1
BMW,X4 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,28,235,2
BMW,X4 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Z,26,251,1
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,19,336,0
BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6,AS8,D,32,235,1
BMW,X5 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,25,255,1
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,20,317,0
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,19,336,0
BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,25,255,1
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,20,317,0
BMW,Z4 sDRIVE28i,TWO-SEATER,2.0,4,AS8,Z,31,209,2
BMW,Z4 sDRIVE28i,TWO-SEATER,2.0,4,M6,Z,31,207,2
BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6,AM7,Z,23,278,1
BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6,M6,Z,26,253,1
BMW,Z4 sDRIVE35is,TWO-SEATER,3.0,6,AM7,Z,23,278,1
BUICK,ENCLAVE,SUV - STANDARD,3.6,6,A6,X,23,283,1
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,A6,X,22,290,1
BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,X,33,196,2
BUICK,ENCORE AWD,SUV - SMALL,1.4,4,AS6,X,31,212,2
BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,X,25,262,1
BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,E,18,253,1
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS6,X,24,269,1
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS6,E,18,254,1
BUICK,LACROSSE eASSIST,MID-SIZE,2.4,4,AS6,X,34,189,2
BUICK,REGAL,MID-SIZE,2.0,4,AS6,Z,29,225,2
BUICK,REGAL,MID-SIZE,2.0,4,M6,Z,29,225,2
BUICK,REGAL AWD,MID-SIZE,2.0,4,AS6,Z,26,246,2
BUICK,REGAL eASSIST,MID-SIZE,2.4,4,AS6,X,34,189,2
BUICK,VERANO,COMPACT,2.0,4,AS6,Z,29,225,2
BUICK,VERANO,COMPACT,2.0,4,M6,Z,29,225,2
BUICK,VERANO,COMPACT,2.4,4,AS6,X,30,216,2
CADILLAC,ATS,COMPACT,2.0,4,AS6,Z,29,223,2
CADILLAC,ATS,COMPACT,2.0,4,M6,Z,27,237,2
CADILLAC,ATS,COMPACT,2.5,4,AS6,X,30,214,2
CADILLAC,ATS,COMPACT,3.6,6,AS6,X,26,248,1
CADILLAC,ATS AWD,COMPACT,2.0,4,AS6,Z,28,235,2
CADILLAC,ATS AWD,COMPACT,3.6,6,AS6,X,26,253,1
CADILLAC,CTS,MID-SIZE,2.0,4,AS6,Z,29,228,2
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,26,246,1
CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS6,Z,27,244,2
CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS6,X,26,253,1
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,22,292,1
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A6,Z,20,322,0
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Z,20,317,0
CADILLAC,ESCALADE ESV 4WD,SUV - STANDARD,6.2,8,A6,Z,19,334,0
CADILLAC,ESCALADE ESV 4WD,SUV - STANDARD,6.2,8,A8,Z,20,329,0
CADILLAC,SRX,SUV - STANDARD,3.6,6,AS6,X,23,283,1
CADILLAC,SRX AWD,SUV - STANDARD,3.6,6,AS6,X,22,294,1
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,25,260,1
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,24,267,1
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,22,290,1
CHEVROLET,CAMARO,COMPACT,3.6,6,AS6,X,25,260,1
CHEVROLET,CAMARO,COMPACT,3.6,6,M6,X,25,265,1
CHEVROLET,CAMARO,COMPACT,6.2,8,AS6,Z,22,294,0
CHEVROLET,CAMARO,COMPACT,6.2,8,M6,Z,22,292,0
CHEVROLET,CAMARO 2LS,COMPACT,3.6,6,AS6,X,27,242,1
CHEVROLET,CAMARO Z/28,COMPACT,6.2,8,M6,Z,18,357,0
CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,AS6,Z,17,386,0
CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,M6,Z,19,338,0
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,30,216,2
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,27,242,1
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,26,248,1
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A6,X,25,260,1
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,25,260,1
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,X,24,271,1
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,24,269,0
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,25,258,0
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,20,329,0
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,21,308,0
CHEVROLET,CRUZE,MID-SIZE,1.4,4,AS6,X,36,179,2
CHEVROLET,CRUZE,MID-SIZE,1.4,4,M6,X,36,179,2
CHEVROLET,CRUZE,MID-SIZE,1.8,4,AS6,X,32,202,2
CHEVROLET,CRUZE,MID-SIZE,1.8,4,M6,X,35,186,2
CHEVROLET,CRUZE DIESEL,MID-SIZE,2.0,4,AS6,D,40,192,2
CHEVROLET,CRUZE ECO,MID-SIZE,1.4,4,A6,X,37,177,2
CHEVROLET,CRUZE ECO,MID-SIZE,1.4,4,M6,X,40,163,2
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,X,31,209,2
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,X,31,209,2
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,E,21,214,1
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,23,278,1
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,X,28,230,2
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,28,230,2
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,E,20,227,1
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,22,290,1
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,16,414,0
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,15,432,0
CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,X,15,432,0
CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,E,11,414,0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,16,416,0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,15,437,0
CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,X,15,437,0
CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,E,11,418,0
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,31,212,2
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,X,27,244,1
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,E,19,232,1
CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS6,Z,29,225,2
CHEVROLET,MALIBU,MID-SIZE,2.5,4,AS6,X,35,184,2
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,X,24,274,1
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17,274,1
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,22,292,0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,E,16,275,0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,20,322,0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,23,288,1
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,16,288,1
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,22,299,0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,16,280,0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,20,327,0
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,35,184,2
CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,38,173,2
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,34,191,2
CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,35,184,2
CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,34,191,2
CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,35,184,2
CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,X,35,184,2
CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M6,X,38,173,2
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,X,34,191,2
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M5,X,35,184,2
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,X,34,191,2
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M6,X,35,184,2
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,X,40,161,2
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,X,42,156,2
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,22,292,0
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,E,16,275,0
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,21,306,0
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,E,15,306,0
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,22,292,0
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,E,16,275,0
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,22,299,0
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,E,16,282,0
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,23,283,1
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,22,290,1
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,34,189,2
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,35,186,2
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,X,32,200,2
CHRYSLER,200,MID-SIZE,2.4,4,A9,X,33,196,2
CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,33,196,2
CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,E,25,181,2
CHRYSLER,200,MID-SIZE,3.6,6,A9,X,28,235,1
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,X,28,235,1
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,E,21,218,1
CHRYSLER,200 AWD,MID-SIZE,3.6,6,A9,X,26,246,1
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,X,26,246,1
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,E,20,226,1
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,27,237,1
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,27,237,1
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,20,222,1
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,X,23,283,0
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,26,251,1
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,26,251,1
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,19,237,1
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,X,24,276,1
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,17,269,1
DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,27,237,1
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,22,301,0
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,20,320,0
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,23,283,0
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,22,297,0
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,20,320,0
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,22,297,0
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,19,338,0
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,19,347,0
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,25,264,1
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,25,264,1
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18,254,1
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,27,237,1
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,27,237,1
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,20,222,1
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,22,297,0
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,23,283,0
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,26,251,1
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,26,251,1
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,19,237,1
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,21,308,0
DODGE,CHARGER SRT 392 HEMI,FULL-SIZE,6.4,8,A8,Z,22,297,0
DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,19,338,0
DODGE,DART,MID-SIZE,2.0,4,M6,X,35,186,2
DODGE,DART FFV,MID-SIZE,2.0,4,A6,X,33,198,2
DODGE,DART FFV,MID-SIZE,2.0,4,A6,E,25,184,2
DODGE,DART,MID-SIZE,2.4,4,A6,X,33,198,2
DODGE,DART,MID-SIZE,2.4,4,M6,X,32,202,2
DODGE,DART GT,MID-SIZE,2.4,4,A6,X,31,212,2
DODGE,DART GT,MID-SIZE,2.4,4,M6,X,32,202,2
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,39,168,2
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,39,168,2
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,23,278,1
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,18,250,1
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,19,338,0
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,24,271,1
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,17,262,1
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,25,255,1
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,23,278,1
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,17,259,1
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,23,285,1
DODGE,VIPER SRT COUPE,TWO-SEATER,8.4,10,M6,Z,18,363,0
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,36,182,2
FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,39,166,2
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,36,182,2
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,42,156,2
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,A6,X,33,198,2
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,36,179,2
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,33,198,2
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,36,179,2
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,X,33,198,2
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,36,179,2
FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,30,216,2
FIAT,500L,STATION WAGON - SMALL,1.4,4,AM6,X,32,200,2
FIAT,500L,STATION WAGON - SMALL,1.4,4,M6,X,34,191,2
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,X,47,138,2
FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,29,225,2
FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,29,225,2
FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,25,260,1
FORD,EDGE AWD,SUV - SMALL,2.0,4,AS6,X,27,237,2
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,24,271,1
FORD,EDGE SPORT AWD,SUV - SMALL,2.7,6,AS6,X,24,274,1
FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,31,207,2
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,29,221,2
FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,30,218,2
FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,30,216,2
FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,28,232,2
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,20,327,1
FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS6,X,20,331,1
FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,X,27,239,2
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,24,274,1
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18,258,1
FORD,EXPLORER AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,22,299,1
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,23,288,1
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,17,270,1
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,26,248,1
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,24,276,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,X,25,264,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,18,251,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,21,306,0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,16,286,0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,24,276,1
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,23,288,1
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,23,285,1
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17,269,1
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,20,320,0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,15,299,0
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,37,175,2
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,37,175,2
FORD,FIESTA SFE,SUBCOMPACT,1.0,3,M5,X,43,152,2
FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,38,170,2
FORD,FIESTA ST,SUBCOMPACT,1.6,4,M6,X,35,184,2
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,24,267,1
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,23,278,1
FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,22,294,1
FORD,FOCUS,COMPACT,1.0,3,M6,X,40,163,2
FORD,FOCUS,COMPACT,2.0,4,M6,X,32,205,2
FORD,FOCUS FFV,COMPACT,2.0,4,AM6,X,37,177,2
FORD,FOCUS FFV,COMPACT,2.0,4,AM6,E,27,166,2
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,36,179,2
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,27,170,2
FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,35,186,2
FORD,FOCUS FFV,COMPACT,2.0,4,M5,E,26,174,2
FORD,FUSION,MID-SIZE,1.5,4,AS6,X,34,193,2
FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,35,184,2
FORD,FUSION,MID-SIZE,2.0,4,AS6,X,32,205,2
FORD,FUSION,MID-SIZE,2.5,4,AS6,X,32,205,2
FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,X,30,214,2
FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,X,51,126,2
FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,X,30,216,2
FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,31,212,2
FORD,MUSTANG,SUBCOMPACT,3.7,6,AS6,X,26,246,1
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,25,258,1
FORD,MUSTANG,SUBCOMPACT,5.0,8,AS6,X,23,285,0
FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,23,288,0
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,29,228,2
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS6,X,22,299,0
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,19,338,1
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,19,340,1
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,14,315,1
FORD,TAURUS,FULL-SIZE,2.0,4,AS6,X,31,209,2
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,24,274,1
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,27,239,1
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,19,235,1
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,25,260,1
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18,256,1
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,30,216,2
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,29,228,2
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,28,235,2
FORD,TRANSIT CONNECT WAGON TAXI,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,27,239,2
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,23,283,1
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,22,290,1
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,27,242,1
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,26,248,1
